"Level1","Level2","Level3","Level4","Level5","Nationals","ForeignResidents","Address"
"8A",,,,,7,,"Min. de Desarrollo Humano y Habitat - Av. Piedra Buena 3280"
"8A",,,,,5,,"Esc. Nº2 ""Pampero"" - Cañada de Gómez 3850"
"8A",,,,,7,,"Esc. Nº24 - Zuviría 6590"
"8A",,,,,8,,"Club Nueva Estrella - Santander 4602"
"8A",,,,,6,,"Esc. N°1 “Congreso de La Nación“ - Zuviría 6550"
"9C",,,,,7,,"Esc. Nº5 ""Roberto Billinghurst"" - Zinny 1641"
"9C",,,,,7,6,"Asoc. de Fomento Mariano Acosta - Av. Mariano Acosta 1544"
"9C",,,,,3,,"Inst Parroquial Madre de Dios - Saravia 2335"
"9C",,,,,7,6,"Esc. Nº8 ""Reino de Thailandia"" - Homero 2159"
"9C",,,,,7,5,"Inst. Sup. de Seguridad Pública - Av. Santiago De Compostela 3801"
"9C",,,,,6,4,"Club  América del Sud - Francisco Bilbao 3760 / s/n"
"9C",,,,,8,,"Esc. Nº11  ""Dr. Pedro Goyena"" - Gregorio de Laferrere 3624"
"9C",,,,,8,7,"Esc. Nº17 ""Brig. Gral. C. Saavedra"" - Av. Lacarra 535"
"9C",,,,,3,,"Inst. Luján Porteño - Francisco Bilbao 3474 / 3476"
"9C",,,,,6,,"Esc N°17 “Juan Galo Lavalle” - Gral. Eugenio Garzón 3946 / 3950"
"9C",,,,,8,,"Esc. Nº20 ""Antonio Alice"" - B. Fernández Moreno 3652"
"9C",,,,,7,,"Esc. Nº16 ""Tomás Le Breton"" - Gral. Eugenio Garzón 4346"
"9C",,,,,8,,"Inst. Ntra. Sra. de los Remedios - Francisco Bilbao 4310"
"9C",,,,,5,,"Esc. N°10 ""Antonio Zaccagnini"" - Av. Lacarra 1135"
"9C",,,,,4,5,"Esc. N°18 Dra. Elvira Rawson de Dellepiane - San Pedro 4457"
"9C",,,,,6,,"Alvear Club - José Enrique Rodó 4190"
"9C",,,,,8,5,"Alvear Club – ANEXO - Av. Directorio 4147 / Fernández s/n"
"9C",,,,,4,,"Esc. Nº8 ""P. Albarracín de Sarmiento"" - Pio Collivadino 436"
"9C",,,,,3,,"Esc. Nº24 ""Sara de Elía de Giménez"" - Av. Bruix 4620"
"9C",,,,,6,,"Esc. Nº20 ""Sargento Juan B. Cabral"" - Homero 1157"
"9C",,,,,4,,"Esc. Nº21 ""Pedro Inchauspe"" - José Enrique Rodó 4431"
"9A",,,,,6,,"Asoc. José Hernández - Oliden 1632"
"9A",,,,,6,,"Asoc. de Fomento Corvalán - Tapalque 5147"
"9A",,,,,5,8,"Inst. San Pio X - Manuel Artigas 5261"
"9A",,,,,4,,"Esc. Nº4 ""Rep. del Brasil"" - Manuel Artigas 5951"
"9A",,,,,3,,"Inst. Calasancio Divina Pastora - Manuel Artigas 6124"
"9A",,,,,4,,"Liceo Nº8 ""Esteban Echeverría"" - Murguiondo 1568 / Oliden s/n"
"9A",,,,,5,,"Esc. Nº13 ""Prof. Luz Vieira Méndez"" - Bragado 5350"
"9A",,,,,6,,"Esc. Nº2 “Patria Grande” - Chascomús 5598"
"9A",,,,,4,,"Esc. Nº3 ""Dr. Eduardo L. Holmberg"" - Av. Larrazabal 1556 / Larraya 1555"
"9A",,,,,3,,"Inst. San Vicente de Paul - Oliden 1440"
"9A",,,,,4,,"Inst. Plácido Marin - Av. Larrazabal 1551 / 1555"
"9A",,,,,3,,"Club Brisas del Sud - Guardia Nacional 1956"
"9A",,,,,7,,"Esc. Nº12 ""Presbitero Montes Carballo"" - Larraya 2055"
"9A",,,,,6,,"Esc. Nº14 ""José Antonio Cabrera"" - San Pedro 5845"
"9A",,,,,6,6,"Club Argentino - Albariño 2253"
"9A",,,,,6,,"Esc. Nº19 ""Caja Nac. de Ahorro y Seguro"" - Albariño 2062"
"9A",,,,,6,4,"Club del Plata - Araujo 1879"
"9A",,,,,4,,"Esc. Nº6 ""Prof. Felipe Boero – Adultos"" - Av. Eva Perón 7431"
"9A",,,,,3,,"Esc. Nº14 ""Islas Malvinas"" - Av. de los Corrales 7040"
"9A",,,,,4,,"Esc. Nº11 ""Emilio Von Behring"" - Av. Cnel. Cárdenas 2652"
"9A",,,,,3,,"Esc. Nº6 ""Prof. Felipe Boero"" - Av. Eva Perón 7449"
"9A",,,,,3,,"Esc. Nº20 - Polo Ed. Mataderos – Secundaria - P. de los Artistas s/n y Av. Directorio s/n"
"9A",,,,,4,6,"Esc. Nº23 - Polo Ed. Mataderos – Primaria - P. de los Artistas s/n y Remedios s/n"
"9A",,,,,6,,"Esc N°19 “Roma” - Cosquin 3100"
"9A",,,,,3,,"Centro de Formación Prof. N°4 - Carhué 2970"
"9A",,,,,4,,"Esc. Nº5 “Vicente López y Planes” - Tandil 6690"
"9A",,,,,8,3,"Club Gral. Lamadrid - Carhué 2049"
"9A",,,,,4,,"Inst. San Felipe Neri - Andalgalá 2264"
"9A",,,,,6,4,"Esc. Nº16 ""Dr. Martiniano Leguizamón"" - Martiniano Leguizamón 1470"
"9A",,,,,10,,"Inst. María Ana Mogas - Guaminí 1850"
"9A",,,,,9,,"Inst. Ntra. Sra. de Luján de los Patriotas - Ercilla 7195"
"9A",,,,,5,,"Esc. Nº13 ""Rep. de Filipinas"" - Cosquín 1943"
"9A",,,,,10,,"Club Glorias Argentinas - Bragado 6875"
"9A",,,,,4,,"Esc. Nº7 ""Aristóbulo del Valle"" - Carhué 2157 / s/n"
"9A",,,,,6,,"Club 25 de Mayo 1810 - Cosquín 1661"
"9B",,,,,5,3,"Club Brisas de Liniers - Montiel 1382"
"9B",,,,,3,,"Club Atlético Juventud de Liniers - Montiel 1174"
"9B",,,,,5,,"Club Merlot - Cafayate 758"
"9B",,,,,6,,"Inst. San José – Secundario - Murguiondo s/n  y Ercilla s/n"
"9B",,,,,5,,"Esc. Nº1 ""de la Independencia Argentina"" - Guaminí 1167"
"9B",,,,,4,,"Esc. Nº10 ""Alfonsina Storni"" - Av. Lisandro de la Torre 1171"
"9B",,,,,4,,"Inst. San José – Primario - Av. Emilio Castro 6351"
"9B",,,,,3,,"Club Larrazábal - Av. Larrazábal 829"
"9B",,,,,9,,"Asoc.de Fomento Santiago de Liniers - Caaguazú 6151"
"9B",,,,,7,,"Esc. Nº8 ""Dr. D. Velez Sarsfield"" - Fonrouge 370"
"9B",,,,,4,,"Esc. Nº32 ""José L. Suárez"" - Acassuso 5860"
"9B",,,,,6,,"Esc. Nº18 ""Rep. de Corea"" - Murguiondo 76"
"9B",,,,,4,4,"Esc. Nº9 ""Jose María Torres"" - Av. Larrazábal 420"
"9B",,,,,7,,"Esc. de Danza Nº1 ""Prof. Nelly Ramicone"" - Fonrouge 711"
"9B",,,,,5,,"Esc. Nº15 ""Rep. Islámica de Pákistan"" - Av. Lisandro de la Torre 550"
"9B",,,,,4,,"Inst. Ntra. Sra. de las Nieves - Ventura Bosch 6651 / 6653"
"9B",,,,,4,,"Esc. Nº2 ""Fco. Melitón Álvarez"" - Montiel 1041"
"9B",,,,,3,,"Esc. Nº22 ""Pcia. Santa Cruz"" - Cuzco 116"
"9B",,,,,4,,"Esc. Nº20 ""M. Sanchez de Loria"" - Barragán 366"
"9B",,,,,5,,"Esc. Nº4 ""Gral. Félix de Olazabal"" - Cnel. Ramón L. Falcón 6702"
"9B",,,,,5,,"Esc. Nº17 ""Carlos Morel"" - Ibarrola 7249"
"9B",,,,,7,,"Inst. Dr. D. Vélez Sarsfield - Av. Reservistas Argentinos 249"
"9B",,,,,4,,"Esc. Nº3 ""Rep. Francesa"" - Montiel 153"
"9B",,,,,4,10,"Inst. San Cayetano - Cuzco 176"
"9B",,,,,4,,"Esc. Nº13 ""Cnel. Tomás Espora"" - Gallardo 149"
"10B",,,,,8,,"La Fábrica deportiva - Roma 560"
"10B",,,,,6,3,"Esc. Nº16 ""J. F. Kennedy"" - Bruselas 721"
"10B",,,,,5,,"Esc. Nº25 ""Estados Unidos"" - Bruselas 785"
"10B",,,,,9,,"Inst. Ntra. Sra. del Buen y Perpetuo Socorro - Irigoyen 1143 / Miranda 5755"
"10B",,,,,6,,"Esc. Nº24 ""Maipú"" - Gallardo 521"
"10B",,,,,4,,"Esc. Nº14 ""Guillermo Hudson"" - Arregui 6840"
"10B",,,,,4,,"Esc. Nº 14 ""Simón Bolivar"" - Tinogasta 5768"
"10B",,,,,6,,"Esc. Cristiana Evangélica Argentina - Irigoyen 2150 / Pedro Lozano s/n"
"10B",,,,,4,,"Esc. Nº13 ""Prefectura Naval Argentina"" - Simbrón 5821"
"10B",,,,,5,,"Esc. N°2 ""Rumania"" - Manuel Porcel de Peralta 1437"
"10B",,,,,3,,"Jardín de Infantes Nº5 - Cnel. Ramón Lista 5448"
"10B",,,,,3,,"Esc. Interdisciplinaria N°17 - Cnel. Ramón Lista 5450"
"10B",,,,,5,3,"Club Jorge Newbery - Irigoyen 2092"
"10B",,,,,6,,"Club Villa Real - Tinogasta 5739"
"10B",,,,,5,,"Esc. Nº1 “Martín Fierro” - Martín Fierro 5351"
"10B",,,,,5,,"Esc. Nº35 ""Ingeniero E. Latzina"" - Av. Lope de Vega 2150 / Baigorria 5360"
"10B",,,,,7,3,"Esc. Nº27 ""Hipólito Yrigoyen"" - Virgilio 1980"
"10A",,,,,5,,"Esc. Nº33 ""Maipú"" - Av. Alvarez Jonte 5075"
"10A",,,,,5,,"Esc. Nº 18 ""Gendarmeria Nacional"" - Juan Agustín Garcia 5265"
"10A",,,,,3,,"Esc. Cristiana de la Puerta Abierta - Secundaria - Cervantes 2282"
"10A",,,,,5,,"Esc. Cristiana de la Puerta Abierta - Primaria - Santo Tome 5130"
"10A",,,,,7,,"Esc. Nº9 ""Pcia. de Misiones"" - Lascano 4044"
"10A",,,,,7,5,"Esc. Nº29 ""Dr. Osvaldo Magnasco"" - Chivilcoy 1820"
"10A",,,,,8,,"Esc. Nº3 ""Monte Castro"" - Av. Álvarez Jonte 4651"
"10A",,,,,7,,"Esc. Nº17 ""Tte. Gral. L. M. Campos"" - Santo Tomé 4529"
"10A",,,,,10,,"Esc. Nº2 ""Alejandro Aguado"" - Cervantes 1911 / s/n"
"10A",,,,,3,,"Esc. Nº24 ""Roberto M. Ortiz"" - Bahía Blanca 2535"
"10A",,,,,7,,"Colegio Nuevos Ayres - Bahía Blanca 2246"
"10A",,,,,4,,"Inst. San Rafael - Benito Juárez 2159"
"10B",,,,,7,3,"Esc. Nº30 ""Dr. Esteban A. Gascón"" - San Blas 5387 / Victor Hugo s/n"
"10B",,,,,7,,"Inst. Sacratísimo Corazón de Jesús - Moliere 856"
"10B",,,,,10,,"Club Villa Luro Norte - Elpidio González 5445"
"10B",,,,,9,,"Club Stentor - Pje. Camoati s/n /  Victor Hugo"
"10C",,,,,9,,"Asoc. Los Amigos de Villa Luro - Cnel. Ramón L. Falcón 5176"
"10C",,,,,7,,"Esc. Nº7 ""Rep. Arabe de Egipto"" - Av. Rivadavia 9799"
"10C",,,,,6,,"Esc. Nº1 ""Prof. José Onaindia"" - Rafaela 5159"
"10C",,,,,7,,"Esc. Nº7 ""Recuerdos de Provincia"" - Av. Juan B. Alberdi 4755"
"10C",,,,,5,,"Esc. Nº6 ""Carlos Guido y Spano"" - Cnel. Ramón L. Falcón 4801"
"10C",,,,,7,,"Esc. Nº12 ""Prof. Ramón Gené"" - García de Cossio 5570"
"10C",,,,,8,,"Esc. Modelo D. F. Sarmiento - GIM - Av. Rivadavia 9452"
"10C",,,,,6,7,"Esc. Nº8 ""Base Aérea V.C. Marambio"" - Yerbal 4965"
"10A",,,,,4,,"Esc. Nº10 ""Ada María Eflein"" - Dr. Luis Belaustegui 4949"
"10A",,,,,5,,"Inst. San Ramón Nonato - Cervantes 1168"
"10A",,,,,6,,"Esc. Nº4 Casimiro A. Maciel - Marcos Paz 1732"
"10A",,,,,4,,"Inst. Cristo Rey - Larroque de Roffo 4736"
"10A",,,,,5,,"Esc. Nº 15 ""Manuel Peña"" - Av. Segurola 1104"
"10A",,,,,4,,"Asociación ""Giovanni Gentile"" - Juan Agustín García 5270"
"10A",,,,,6,4,"Club CANBA - San Blas 4577"
"10A",,,,,5,,"Inst. Juan Bautista Berthier - Bacacay 4723"
"10A",,,,,6,3,"Inst. Santísimo Sacramento - Bacacay 4890"
"10C",,,,,7,2,"Esc. Nº1 ""José A. Ferreira"" - Cnel. Ramón L. Falcón 4126"
"10C",,,,,7,,"Esc. Nº2  ""Máximio Saba Victoria"" - Cnel. Ramón L. Falcón 4151"
"10C",,,,,4,,"Inst. Ntra. Sra. del Milagro - Rafaela 3865"
"10C",,,,,5,,"Esc. Nº3 ""Ángela M. de Caviglia"" - Mariano Acosta 45"
"10C",,,,,8,4,"Seminiario Int. Teológico Bautista – SUM - Bolaños 150"
"10C",,,,,4,,"Seminiario Int. Teológico Bautista - Cnel. Ramón L. Falcón 4080"
"10A",,,,,4,,"Inst. Espíritu Santo - Gómez de Fonseca 309"
"10C",,,,,4,,"Esc. De Arte Rogelio Yrurtia - Cajaravilla 4158"
"10A",,,,,5,3,"Esc. Nº10 ""Cnel. de Marina L. Rosales"" - Mercedes 1405"
"10A",,,,,5,,"Esc. Nº16 ""Ernesto A. Bavio"" - Bahia Blanca 1551"
"10A",,,,,4,,"Esc. Nº11 ""Rep. de Perú"" - Gaona 4763"
"10A",,,,,6,,"Esc. Nº13 ""Cnel. J. A. Melián"" - Camarones 4351"
"10A",,,,,4,,"Esc. Nº11 ""Andrés Bello "" - Dr. Luis Belaustegui 3751"
"10A",,,,,4,,"Esc. Interdisciplinaria  Nº 18 - San Blas 4356"
"10A",,,,,8,,"Esc. Nº24 ""Padre Castañeda"" - Morón 3745"
"10A",,,,,8,7,"Colegio Nº18 ""Dr. A. Larroque"" - Morón 4149"
"10A",,,,,7,6,"Esc. Nº23 ""Rep. de Portugal"" - Gualeguaychú 550"
"10A",,,,,6,,"Instituto La Candelaria - Secundaria - Bahia Blanca 363"
"10A",,,,,4,,"Instituto La Candelaria - Primaria - Dr. J. F. Aranguren 4015"
"10A",,,,,7,,"Esc. Nº9 ""M. Fernández"" - Bacacay 3542"
"10A",,,,,5,7,"Esc. Nº3 ""Emilio Giménez Zapiola"" - Joaquín V. González 180"
"10C",,,,,6,,"Colegio Ntra. Sra. de la Paz - Pergamino 53"
"10C",,,,,6,,"Esc. Nº19 ""Fragata ARA Libertad"" - José Bonifacio 3650"
"11A",,,,,10,2,"Inst. Santa Rita - Gimnasio - Paula Albarracín de Sarmiento 3444"
"11A",,,,,7,,"Esc. Nº 18 ""Pcia. de Tierra del Fuego"" - Julio S. Dantas 3260"
"11A",,,,,7,2,"Esc. Nº16 ""Dra. Carolina Tobar García"" - Camarones 3559"
"11A",,,,,3,,"Unión Argentina de Sordomudos - Cuenca 1750"
"11A",,,,,9,2,"Club Gim. y Esg. de Vélez Sársfield - J. V. González 1511 / A. M. Cervantes s/n"
"11A",,,,,7,,"Inst. Carlos Steeb - Camarones 3166"
"11A",,,,,6,4,"Esc. Nº7 ""Rep. de México"" - Juan A. García 2755 / Pje. Calfucurá s/n"
"11A",,,,,7,,"Esc. Nº7 ""Jorge Newbery"" - San Blas 2962"
"11A",,,,,5,,"Esc. Nº17 ""C. de Rodríguez Peña "" - A. Magariños Cervantes 2865"
"11A",,,,,10,,"Esc. Nº25 ""Alfredo D. Zunda"" - R. de Escalada de San Martín 2986"
"11A",,,,,3,4,"Esc. Nº8 ""Quintino Bocayuva"" - Gral. César Díaz 3050"
"11A",,,,,10,,"Club Imperio Juniors - Gral. César Díaz 3047"
"11A",,,,,4,,"Esc. Nº14 ""Enrique Parker"" - Condarco 1129"
"11A",,,,,4,6,"Esc. Nº4 ""Pcia. de la Pampa"" - Caracas 1249"
"11A",,,,,4,,"Esc. Interdisciplinaria Nº12 - Gavilán 1464"
"11A",,,,,5,,"Esc. Nº6 “Alfredo Palacios” - Caracas 2057"
"11A",,,,,8,,"Inst. Ntra. Sra. de la Sagrada Familia - Gral. J. G. de Artigas 1276"
"11A",,,,,10,,"Club Villa Mitre - Gavilán 1540"
"11A",,,,,8,,"Inst. Cabrini - Remedios de Escalada 2059"
"11A",,,,,7,,"Esc. Nº16 ""Fray J.Santa Maria de Oro"" - Av. Álvarez Jonte 1964"
"11A",,,,,7,,"Esc. Nº18 ""Comodoro C. Urtubey"" - A. Magariños Cervantes 1556"
"11A",,,,,7,,"Esc. Nº13 “Leopoldo Marechal” - Galicia 1857"
"11A",,,,,7,,"Esc. Nº9 ""Japón"" - Sanchez 1858"
"11A",,,,,7,7,"Esc. Nº17 ""Santa María de los Bs. As."" - Fragata Pte. Sarmiento 1817"
"11A",,,,,6,,"Esc. Fishbach - Juan. A. García 2044"
"11A",,,,,7,,"Esc. Nº21 ""Rompehielos Gral. San Martín "" - Santo Tomé 2836"
"11A",,,,,6,,"Esc. Nº3 ""Policía Federal Argentina"" - Argerich 2849"
"11A",,,,,7,,"Esc. Nº26 ""Delfina Mitre de Vedia"" - Caracas 2372"
"11A",,,,,5,,"Esc. Nº10 ""Ernesto Galloni"" - Helguera 2435"
"11A",,,,,5,,"Esc. Nº24 ""Francisco Beiró"" - Bolivia 2569"
"11A",,,,,8,,"Club Villa Sahores - Santo Tomé 2496"
"11B",,,,,7,5,"Club Racing de Villa del Parque - Fútbol - Helguera 2841"
"11B",,,,,7,,"Club Racing de Villa del Parque - Basquet - Helguera s/n y Nogoyá"
"11B",,,,,4,,"Colegio Nuevo Pensar - Nogoyá 2620"
"11B",,,,,7,,"Inst. San José de Villa del Parque - Pedro Lozano 3151"
"11B",,,,,6,4,"Esc. Nº17 ""Rodolfo Rivarola"" - Helguera 3341"
"11B",,,,,7,,"Esc. Nº2 ""Prof. Juan José Millan"" - Helguera 3228"
"11B",,,,,6,,"Esc. Nº8 ""Alte. Blanco Encalada"" - Emilio Lamarca 3379"
"11B",,,,,7,,"Inst. Evangélico Americano - Helguera 3246"
"11B",,,,,5,,"Esc. Nº2 ""D. F. Sarmiento"" - Pedro Lozano 3056"
"11B",,,,,6,4,"Esc. Nº1 ""Dr. Dellepiane"" - Baigorria 3169"
"11B",,,,,6,,"Esc. Nº24 ""Defensa de Buenos Aires"" - Ricardo Gutiérrez 3246"
"11B",,,,,8,,"Club G. y E. de Villa del Parque - Tinogasta 3455"
"11A",,,,,8,,"Club El Alba - J. V. Gonzalez 2469"
"11A",,,,,12,,"Club Pacífico - Santo Tomé 3851"
"11A",,,,,6,,"Colegio Santísima Virgen Niña - Cuenca 2651"
"11A",,,,,5,,"Inst. Juan B. Justo - Lascano 3840"
"11B",,,,,9,,"Club Social y Deportivo Pedro Lozano - Gualeguaychú 2902"
"11B",,,,,4,,"Colegio Nº19 ""Luis Pasteur"" - Navarro 4344"
"11B",,,,,7,,"Villa Devoto School - Pedro Morán 4447"
"11B",,,,,7,,"Esc. Nº9 ""Benito Juárez"" - Benito Juárez 2702"
"11B",,,,,9,,"Esc. Nº4 R. Ruiz de los Llanos - Av. Francisco Beiró 4548"
"11B",,,,,9,,"Unión Devoto Social Allende - Melincué 4656"
"11B",,,,,6,4,"Esc. Nº11 ""Dr. José Peralta"" - Pedro Lozano 4250"
"11B",,,,,4,,"Esc. del Mirador - Fernández de Enciso 3565"
"11B",,,,,5,,"Esc. Nº20 ""Pedro Medrano"" - Nueva York 4713"
"11B",,,,,5,,"Esc. Nº16 ""Padre A. Nores"" - Cnel. Ramón Lista 5256"
"11B",,,,,6,,"Esc. Nº19 Bartolina Sisa - Av. Salvador María del Carril 4957"
"11B",,,,,5,,"Esc. Nº22 ""Prof. Pedro L. Comi"" - Tinogasta 5046"
"11B",,,,,5,,"Inst. San Rafael - Simbrón 5275"
"11B",,,,,5,,"Esc. Nº6 Estado de Israel - Calderon de la Barca 3073"
"11B",,,,,4,,"Escuela Hogar San Rafael - Calderón de la Barca 3056"
"11B",,,,,9,3,"Club Gral. Lamadrid - Desaguadero 3120"
"11B",,,,,4,,"Inst. Ntra. Sra. de la Misericordia - Asunción 3780"
"11B",,,,,9,,"Esc. Nº3 ""Antonio Devoto"" - Mercedes 4002"
"11B",,,,,9,,"Inst. Cardenal Copello - Nueva York 3433"
"11B",,,,,5,2,"Esc. Nº15 ""Antonio Devoto"" - Nueva York 4169"
"11B",,,,,5,,"EBDA ""Bartolomeo Ayrola"" - Lincoln 4325"
"11B",,,,,7,,"Esc. Nº23 ""Abel Ayerza"" - Av. Salvador M. del Carril 3650"
"11B",,,,,6,,"Esc. Nº1 ""Dr. Delfin Gallo"" - Fernández de Enciso 4451"
"11B",,,,,9,,"Esc. Nº2 ""Rep. de Panamá"" - Av. San Martín 6387 / 6365"
"11B",,,,,5,,"Esc. Nº5 ""Gabriela Mistral"" - José León Cabezón 3446"
"11B",,,,,5,3,"Esc. Nº15 ""Rep. de Venezuela"" - Obispo San Alberto 3370"
"11B",,,,,6,,"Inst. San José - Emilio Lamarca s/n y Fernández de Enciso"
"11B",,,,,5,,"Esc. Nº16 “Ricardo Rojas” - Gabriela Mistral 3376 / s/n"
"11B",,,,,5,,"Esc. Nº 8 San Juan Bosco - Mercedes 4966"
"12B",,,,,6,,"Esc. Nº1 ""Rodolfo Walsh"" - Argerich 5651"
"12B",,,,,8,,"Inst. Damasa Zelaya de Saavedra - Av. Albarellos 2367 / Zamudio s/n"
"12B",,,,,5,,"Esc. Nº13 ""Hilarión M. Moreno"" - Gral. J. G. de Artigas 5645"
"12B",,,,,4,,"Inst. Ntra. Sra. de Luján - Cochrane 2353 / 2371"
"12B",,,,,8,3,"Esc. Nº23 ""Belisario Roldán "" - Franco 2390"
"12B",,,,,9,,"Esc. Nº22 ""Rep. de Nicaragua"" - Bazurco 2551"
"12B",,,,,3,,"Jardín de Infantes Nº1 ""Prof. L. Sixto Clara"" - Cuenca 5049"
"12B",,,,,4,,"Inst. Politécnico Modelo - Av. de los Constituyentes 5880"
"12B",,,,,8,,"Esc. Nº17 ""G. M. y del Ser  de San Martín"" - Vallejos 2555"
"12B",,,,,5,5,"Inst. Ntra. Sra. del Huerto - Av. Gral. Mosconi 3022 / s/n"
"12B",,,,,7,,"Esc. Nº16 ""Gral. Mosconi"" - Av. Gral. Mosconi 2641"
"12B",,,,,12,,"Esc. Nº2 ""Agustín Tosco"" - Zamudio 4386"
"12B",,,,,8,,"Esc. Nº19 ""T. Sanchez de Bustamante"" - Gavilán 4246"
"12B",,,,,3,,"Colegio Raíces - Gavilán 4455"
"12B",,,,,7,,"Esc. Nº24 ""Ejército Argentino"" - Av. Nazca 5168"
"12B",,,,,5,,"Asoc. De Fomento Pueyrredón - Bazurco 2922"
"12C",,,,,7,,"Esc. Nº14 ""Leopoldo Lugones"" - Juramento 5775 / Ceretti 2025"
"12C",,,,,8,,"Esc. Nº18 ""Helena Larroque de Roffo"" - Medeyros 3555"
"12C",,,,,7,4,"Esc. Nº12 ""Cardenal Pacelli"" - Crisólogo Larralde 5934"
"12C",,,,,7,,"Esc. Nº17 ""Gauchos de Güemes"" - José P. Tamborini 5324"
"12C",,,,,6,,"Esc. Nº9 ""Rep. de Irlanda"" - Iberá 5734"
"12C",,,,,3,,"Club Sin Rumbo - José P. Tamborini 6157"
"12C",,,,,7,,"Esc. Nº6 ""Luis Pasteur"" - Nahuel Huapi 5740"
"12C",,,,,8,,"Club Penacho Azul - José P. Tamborini 5676"
"12C",,,,,5,,"Club Río de la Plata - Iberá 5257"
"12C",,,,,3,,"Club Círculo Gral. Urquiza - Franklin D. Roosevelt 5345"
"12C",,,,,7,,"Esc. Nº10 ""Dr. Ramón J. Carcano"" - Bucarelli 1950"
"12C",,,,,8,,"Inst. Tomás Devoto - F. D. Roosevelt 5678"
"12C",,,,,8,8,"Colegio Nº12 Reconquista - Av. Triunvirato 4992 / Bauness 2679"
"12C",,,,,7,,"Inst. Beata Imelda - Andonaegui 2261"
"12C",,,,,8,,"Inst. Beata Imelda – Gimnasio - Olazábal 5255"
"12C",,,,,7,,"Colegio San Francisco Coll - Bauness 2635"
"12C",,,,,8,,"Esc. Nº9 ""Dominguito"" - Echeverría 5034"
"12C",,,,,9,,"Inst. Sagrada Familia - Blanco Encalada 5154 / s/n"
"12C",,,,,5,,"Colegio Saint Jean - Monroe 5352"
"12C",,,,,9,,"Esc. Nº1 ""Coronel Olavarría"" - Av. Triunvirato 5101"
"12C",,,,,7,,"Esc. Nº11 ""Fray Luis Beltrán"" - Capdevila 3156"
"12C",,,,,6,6,"Esc. Nº3 ""Rep. de Costa Rica"" - Manuela Pedraza 4548"
"12C",,,,,8,,"Club Pinocho - Manuela Pedraza 5141"
"12C",,,,,4,,"St. Patrick´s School – Primaria - Nahuel Huapi 4141 / 4165"
"12C",,,,,7,,"Colegio Cristo Rey - Quesada 5228 / Capdevila 3090"
"12C",,,,,3,,"Esc. Nº24 ""Francisco Morazan"" - Dr. Pedro I. Rivera 4223"
"12C",,,,,6,,"Club Sunderland - Lugones 3161"
"12C",,,,,3,,"Inst. Sup. del Profesorado en Ed. Especial - Holmberg 2754"
"12A",,,,,5,,"Inst. Dulcísimo Nombre de Jesús - Crisólogo Larralde 4841"
