"Level1","Level2","Level3","Level4","Level5","Nationals","ForeignResidents","Address"
"12C",,,,,10,8,"Esc. Nº2 ""Juana Manuela Gorriti"" - Av. Triunvirato 4857"
"12C",,,,,12,1,"UBA - CBC Sede Drago - Holmberg 2614 / 2644"
"12C",,,,,6,,"Esc. Nº21 ""Lic. Justo J. Núñez"" - Mariano Acha 2250"
"12C",,,,,6,,"Esc. Nº4 ""Pcia. de Buenos Aires"" - Av. Alvarez Thomas 3391"
"12C",,,,,8,,"Esc. Nº18 ""José Hernández"" - La Pampa 3855"
"12C",,,,,7,,"Colegio Horacio Watson - Díaz Colodrero 2431"
"12C",,,,,3,,"Inst. San Vicente Palloti - Estomba 1942"
"12C",,,,,3,,"Sede Comunal Nº12 - Holmberg 2548 / s/n"
"12C",,,,,6,,"Esc. Nº16 "" Ejército de los Andes"" - Av. Triunvirato 4247"
"12C",,,,,3,,"Inst. Hijas de Jesús - Olazábal 3849"
"12C",,,,,4,,"Inst. Ceferino Namuncurá - Pacheco 2059"
"12C",,,,,8,,"Esc. Nº8 ""Jorge  A. Boero"" - Juramento 4849"
"12C",,,,,12,,"Esc. Nº22 ""Félix de Azara"" - José P. Tamborini 3948 / s/n"
"12C",,,,,9,,"Inst. Santa Clara de Asís - Manuela Pedraza 3850"
"12C",,,,,12,5,"Inst. Santa María de los Ángeles - Manuela Pedraza 3978"
"12C",,,,,6,,"Inst. Ntra. Sra. del Carmen -  Gimnasio - Av. Melián 2753"
"12C",,,,,7,,"Esc. Nº15 ""Manuel A. Acevedo"" - Tronador 2861"
"12C",,,,,6,,"Esc. N°21 ""Fragata Escuela Libertad"" - Nuñez 3620 / Roque Perez s/n"
"12A",,,,,6,,"Esc. Nº19 ""Naciones Unidas"" - R. Yrurtia 5806 / C. Pellegrini s/n"
"12A",,,,,6,,"Esc. Nº12 ""España"" - Valdenegro 3525 / s/n"
"12A",,,,,5,1,"Esc. Nº 15 ""Dra. Cecilia Grierson"" - Valdenegro 3523"
"12A",,,,,8,,"Esc. Nº25 ""Rep. de Turquía"" - Ruiz Huidobro 3853"
"12A",,,,,7,,"Esc. Nº14 ""F. M. del Barco Centenera"" - Roque Pérez 3545"
"12A",,,,,10,,"Esc. Nº14 ""Dr. Vicente Carmelo Gallo"" - Deheza 4728"
"12A",,,,,5,,"Esc. Nº5 ""Monseñor E. Angelelli"" - Tronador 4134"
"12A",,,,,7,,"Esc. Nº13"" Dr. I. L. Albarracín"" - Mariano Acha 4452"
"12A",,,,,7,,"Esc. Nº18 J. B. Terán - Arias 4763"
"12A",,,,,4,5,"Inst. Santa María de Nazareth - Av. Ricardo Balbín 4131"
"12A",,,,,5,,"Inst. La Salette - Roque Pérez s/n y Ruiz Huidobro"
"12A",,,,,6,,"Club Estudiantes del Norte - Holmberg 4070/ 4078"
"12A",,,,,10,5,"Esc. Nº15 “Pcia. de Santa Fe” - Pico 2629 / 2689"
"12A",,,,,12,,"Esc. Nº21 ""Cnel. C. Saavedra"" - Gral. Ramón Freire 4080"
"12A",,,,,6,,"Inst. San Isidro Labrador - Av. San Isidro Labrador 4700"
"12A",,,,,6,,"Inst. San Francisco de Asís - Crisologo Larralde 2551"
"12A",,,,,6,,"Inst. San Francisco de Asís -  Gimnasio - Ciudad de la Paz 3646 / s/n"
"12A",,,,,7,,"Colegio Divina Providencia - Conesa 4620 / Deheza 2946"
"12A",,,,,6,,"Esc. Nº13 ""Ricardo Monner Sans"" - Ruiz Huidobro 2643"
"12A",,,,,6,,"Esc. Nº6 ""Cnel. M. Dorrego"" - Besares 2990 / s/n"
"13B",,,,,19,,"Escuelas Técnicas Raggio - Av. Del Libertador 8635 / 8651"
"13B",,,,,7,,"Club Náutico Buchardo - Av. Comodoro Rivadavía 1250"
"13B",,,,,,3,"Esc. Nº10 ""Joaquín M. Cullen"" - 11 de Septiembre 3451"
"13B",,,,,8,,"Inst. Aula XXI - 11 de Septiembre 3168"
"13B",,,,,4,,"Inst. Belgrano Uno - Arribeños 2871"
"13B",,,,,8,2,"Esc. Nº10 ""Joaquín M. Cullen"" - 11 de Septiembre 3451"
"13B",,,,,5,2,"Colegio Oak Hill - Padre Canavery 7557"
"13B",,,,,10,,"Inst. Dr. Enrique Romero Brest - Av. Miguel Sanchez 1338 /  s/n"
"13B",,,,,10,,"Esc. Nº9 ""Evaristo Julio Badía"" - O´Higgins 3050"
"13B",,,,,8,4,"Esc. Nº7 ""Manuel J. García"" - Av. Cabildo 3615"
"13B",,,,,9,,"Esc. Nº7 ""Manuel J. García"" – Gimnasio - Av. Cabildo 3631"
"13B",,,,,3,,"Inst. Gral. San Martín – Primaria - Cuba 3302 / 3314"
"13B",,,,,3,2,"Escuela del Jacarandá - Manuela Pedraza 1892"
"13B",,,,,9,,"Esc. Interdisciplinaria Nº10 - O´Higgins 3401"
"13B",,,,,17,,"Esc. Nº12 ""Rodolfo Senet"" - Av. Crámer 3271"
"13B",,,,,12,2,"Esc. Nº16 ""Rep. Dominicana"" - Av. Congreso 3045"
"13B",,,,,3,,"Inst. Gral. San Martín -  Secundaria - Iberá 2351"
"13B",,,,,3,2,"Escuela de La Aldea - Nuñez 2776"
"13B",,,,,5,1,"Esc. Nº4 ""Cnel. Brandsen"" - Juana Azurduy 2541"
"13C",,,,,16,,"Esc. Nº19 ""Pablo Pizzurno"" - Av. Monroe 3000"
"13C",,,,,16,,"Esc. Nº5 ""Héroes de Malvinas"" - Av. Crámer 2136"
"13C",,,,,16,,"Esc. Nº7 ""Manuel Belgrano"" - Av. Monroe 3061"
"13C",,,,,4,,"Esc. Argentina General Belgrano - Av. Monroe 3021 / Conesa s/n"
"13C",,,,,8,1,"Inst. Ntra. Sra. del Sagrado Corazón - Blanco Encalada 2942"
"13C",,,,,6,,"Belgrano Day School - Mendoza 3036"
"13C",,,,,12,12,"Esc. Nº5  ""Juan B. Alberdi"" - Moldes 2043 / s/n"
"13C",,,,,4,,"Esc. N°5 ""Juan B Alberdi – Comedor"" - Amenabar 2060"
"13A",,,,,10,,"Esc. Nº28 ""Rep. Francesa"" - Cuba 2410"
"13A",,,,,11,,"Esc. Nº17 ""Juan Balestra"" - Arcos 2440"
"13A",,,,,17,8,"Esc. Nº10 ""J. B. Alberdi"" - O´Higgins 2441"
"13A",,,,,14,,"Esc. Nº1 ""Casto Munita"" - Cuba 2039 / 2041"
"13A",,,,,5,,"Colegio Oxford - Av. Congreso 1570"
"13A",,,,,8,,"Esc. Nº22 ""R. de Escalada de San Martín"" - Franklin D. Roosevelt 1510"
"13A",,,,,5,,"United High School - Montañeses 2434"
"13A",,,,,3,4,"Inst. Porteño - Montañeses 1936"
"13B",,,,,4,2,"Esc. Nº20 ""Vicealmirante Montes"" - Av. Congreso 1553"
"13A",,,,,14,,"Esc. Nº8 ""Alte. R. González Fernández"" - Mendoza 1000"
"13A",,,,,8,,"Escuela Italiana Cristóforo Colombo - Ramsay 2251"
"13A",,,,,12,,"Inst. San Román – Gimnasio - Juramento 1348"
"13A",,,,,9,5,"Universidad Torcuato Di Tella - Av. Figueroa Alcorta 7350"
"13A",,,,,10,,"Inst. Ntra. Sra. de la Misericordia - Av. Cabildo 1333"
"13A",,,,,15,,"Inst. Manuel Belgrano - La Pampa 2226"
"13A",,,,,6,,"Inst. San Roman – Primaria - Juramento 1368"
"13A",,,,,4,,"Inst. Santa Ana y San Joaquín - Av. del Libertador 6155"
"13A",,,,,9,4,"Esc. Nº23 ""José C. Paz"" - Mcal. A. J. de Sucre 1367"
"13A",,,,,6,,"Club Atlético Excursionistas - La Pampa 1376"
"13C",,,,,6,3,"Inst. Ntra. Sra. del Rosario - Ciudad de la Paz 1839"
"13C",,,,,6,,"Sociedad Española de Socorros Mutuos - Ciudad de la Paz 1750 / 1760"
"13C",,,,,6,,"Nueva Esc. Argentina 2000 – Primaria - Vidal 1838"
"13C",,,,,4,,"Inst. San Cayetano - Moldes 1764"
"13C",,,,,16,2,"Esc. Nº3 ""Esteban Echeverría"" - Moldes 1858"
"13C",,,,,8,,"Inst. Patrocinio de San José – Gimnasio - La Pampa 3023"
"13C",,,,,5,,"Inst. Patrocinio de San José - Conesa 1830 / 1846"
"13C",,,,,10,4,"Liceo Nº9 Santiago Derqui - Conesa 1855"
"13C",,,,,3,,"Nueva Esc. Argentina 2000 – Secundaria - Vidal 1861"
"13C",,,,,3,,"Colegio de la Ciudad - Moldes 1825"
"13C",,,,,6,1,"Esc. N 3 ""Esteban Echeverría – Gimnasio"" - Vidal 1863"
"13C",,,,,8,,"Buenos Aires English High School - Av. Melian 1854"
"13C",,,,,4,,"Colegio St. Brendan´s - Superí 2057"
"13C",,,,,4,2,"Colegio St. Brendan´s – Gimnasio - Echeverría 3343"
"13C",,,,,3,,"Colegio Sworn Junior - Virrey del Pino 3275"
"13C",,,,,4,,"Colegio Pestalozzi - Gral. Ramón Freire 1882"
"13C",,,,,8,4,"Esc. Nº7 ""Marcos Sastre"" - Virrey Loreto 3050"
"13C",,,,,8,,"Esc. Nº17 ""Monseñor Franceschi"" - Gral. Enrique Martinez 1432"
"13C",,,,,7,,"Club Juventud de Belgrano - Virrey Avilés 3167"
"13C",,,,,4,,"St. Catherine´s School - Carbajal 3260"
"13C",,,,,3,,"Colegio Mekhitarista - Virrey del Pino 3511"
"13C",,,,,13,,"Colegio Nº8 ""Julio A. Roca"" - Carlos E. Zuberbühler 1850"
"13C",,,,,13,4,"Esc. Nº13 ""R. Scalabrini Ortiz"" - Conde 223 / s/n"
"13C",,,,,7,,"Colegio Santo Tomás de Aquino - Gral. Ramón Freire 183"
"14B",,,,,13,,"Colegio Industrial León XIII - Concepción Arenal 2774"
"13C",,,,,3,,"Colegio St. Matthew´s - Moldes 1469"
"13C",,,,,8,,"Esc. Nº16 ""Capitán Moyano"" - Moldes 1102"
"13C",,,,,8,,"Colegio Hans Christian Andersen - Primario - Ciudad de la Paz 1282"
"13C",,,,,12,,"Esc. Nº3 ""Juana Manso"" - Zapata 449"
"13C",,,,,3,,"Jardín de Infantes N°9 “Jardín del Sol” - Moldes 1220"
"13C",,,,,7,4,"Inst. Español Virgen del Pilar - Av. Federico Lacroze 2950"
"13C",,,,,6,4,"Esc. Nº15 ""Gral. B. O´Higgins"" - Av. Federico Lacroze 2971"
"13C",,,,,3,1,"Escuela del Sol - Cramer 450"
"13C",,,,,8,,"Esc. Nº12 ""Gran Mcal. del Perú Ramón Castilla"" - Conde 943"
"14B",,,,,6,,"Esc. Nº10 ""Manuel Lainez"" - Olleros 2325"
"14B",,,,,3,,"UB - Facultad de Ingeniería - Villanueva 1324"
"14B",,,,,6,,"Esc. Nº10 ""Manuel Lainez - SUM"" - Av. Federico Lacroze 2322"
"14B",,,,,5,,"Inst. Santa María de Luján - 3 de Febrero 760"
"14B",,,,,12,3,"Esc. Nº6 ""Vicente Fidel López"" - Av. Santa Fe 5039"
"14B",,,,,5,,"Esc.Nº3 ""M. Sánchez de Thompson"" - Av. Cabildo 40"
"14B",,,,,4,2,"Inst. Esquiú - 3 de Febrero 1261"
"14B",,,,,5,4,"Colegio Lincoln - Olleros 2283"
"14B",,,,,5,,"Inst. Corazón de Jesús - Concepción Arenal 2357 / Av. Cabildo 123"
"14B",,,,,4,,"Inst. Privado Colegio Master - Olleros 2110"
"14B",,,,,5,,"Colegio Esclavas del Sagrado Corazón - Maure 1944"
"14B",,,,,4,,"ICANA - 3 de Febrero 821"
"14C",,,,,8,,"Esc. Nº5 ""Honorable Congreso de La Nación"" - Av. del Libertador 4777"
"14C",,,,,8,7,"Esc. Nº3 ""Granaderos de San Martín –
Primar,ia"" - Av. del Libertador 4903"
"14C",,,,,7,,"Esc. Nº3 ""Granaderos de San Martín –
Gimnas,io"" - Av. del Libertador 4903 / s/n"
"14B",,,,,3,,"Inst. Hogar San Benito - Arce 322"
"14B",,,,,7,,"Esc. Nº8 Armenio-Argentina - SUM - Arce s/n / Arce 611"
"14B",,,,,6,4,"Washington School - Av. Federico Lacroze 1973"
"14B",,,,,9,,"Esc. Nº8 Armenio-Argentina - Arce 611"
"13A",,,,,10,,"Club Harrods Gath y Chaves - Virrey del Pino 1480"
"14C",,,,,10,,"Club GEBA - Sede San Martín - Av. de los Ombúes s/n / Av. F. Alcorta 5575"
"14C",,,,,5,,"Jardín de Infantes Nº2 ""Granaderos de San Martín"" - Av. del Libertador 4953"
"14C",,,,,10,5,"Inst. Superior Eccleston - Av. Dorrego 3751"
"14C",,,,,6,,"Inst. San Martín de Tours - Av. Figueroa Alcorta 3380"
"14C",,,,,3,,"Inst. Bayard – Primaria - Jerónimo Salguero 2969"
"14C",,,,,4,,"Inst. Bayard – Secundaria - Castex 3348"
"14C",,,,,11,,"Jardín de Infancia Mitre - Av. Dorrego 3723"
"14C",,,,,3,,"Inst. San Martín de Tours - Zenteno 3160"
"14C",,,,,24,,"La Rural S.A. - Auditorio - Juncal 4431"
"14C",,,,,14,,"La Rural S.A. - Pabellon Ocre - Av. Santa Fe 4201"
"14A",,,,,9,8,"Esc. Nº20 ""Carlos M. Biedma"" - Güemes 4610 / s/n"
"14C",,,,,5,,"Centro CENTES Nº2 - Juan Francisco Seguí 3755"
"14A",,,,,8,,"Esc. de Jardínería Cristóbal M. Hicken - Av. Gral. Las Heras 4078"
"14A",,,,,8,,"Inst. Lange Ley - Av. Scalabrini Ortiz 2840"
"14A",,,,,4,4,"Esc. Nº2 ""Osvaldo Magnasco"" - Av. Santa Fe 3727"
"14A",,,,,4,,"Esc. Nº17 ""Arminda Aberastury"" - Av. Scalabrini Ortiz 2760"
"14A",,,,,10,,"Esc. Nº26 ""Adolfo Van Gelderen"" - Jerónimo Salguero 2455"
"14A",,,,,6,,"Colegio Santa Teresa de Jesús – Primaria - Av. Gral. Las Heras 3670"
"14A",,,,,9,,"Esc. Nº16 ""Wenceslao Posse"" - Juncal 3131"
"14A",,,,,13,4,"Esc. Nº8 ""en Lenguas Vivas"" - Juncal 3251"
"14A",,,,,5,4,"Esc. Nº12 ""General Las Heras"" - Julían Alvarez 2849 / J. Salguero 2360"
"14A",,,,,3,,"Jardín de Infantes N°3 - Juncal 3185"
"14A",,,,,4,,"Sede Comunal Nº14 - Beruti 3325"
"14A",,,,,7,,"Colegio Children´s - Charcas 3949"
"14A",,,,,4,,"Inst. Corazón de María - Guise 1979"
"14A",,,,,6,,"Inst. Corazón de María – SUM - Guise 1965"
"14A",,,,,14,,"Esc. Nº6 ""Vicente López y Planes"" - Güemes 3837 / 3859"
"14A",,,,,8,8,"Colegio Guadalupe - Paraguay 3925 / J. Alvarez 2129"
"14A",,,,,13,,"Colegio del Divino Corazón - Rep. Dominicana 3586"
"14A",,,,,6,,"Esc. Nº4 ""Amadeo Jacques"" - Soler 3929"
"14A",,,,,3,,"Inst. González Pecotche – Secundaria - Av. Coronel Diaz 1774"
"14A",,,,,8,4,"Esc. Nº5 U. Llames de la Puente - L. N. Mansilla 3643 / R. Dominicana s/n"
"14A",,,,,4,,"Instituto Gonzalez Pecotche – Primaria - Vidt 1631"
"14A",,,,,12,4,"Esc. Nº17 ""Blas Parera"" - Armenia 2214"
"14A",,,,,7,6,"Esc. Nº11 ""Manuela Pedraza"" - Malabia 2252"
"14A",,,,,3,,"Inst. Ambrosio Tognoni - Av. Santa Fe 4320"
"14A",,,,,6,,"Esc. Nº7 ""María Claudia Falcone"" - Malabia 2148"
"14A",,,,,4,,"Colegio Armonía - Thames 2472"
"14A",,,,,3,3,"Centro Ed. San Francisco Javier – Primaria - Jorge Luis Borges 1883"
"14A",,,,,6,,"Centro Ed. San Francisco Javier – Secundaria - Jorge Luis Borges 1851"
"14A",,,,,6,6,"Colegio Palermo Chico - Guatemala 4892 / Thames 2037"
"14A",,,,,12,,"Esc. Nº1 ""Rep. de Cuba"" - Costa Rica 4942"
"14A",,,,,5,,"Esc. N° 26 ""Dr. Jorge Garber"" - Darregueyra 2460"
"14A",,,,,3,,"ESEADE - Uriarte 2472"
"14A",,,,,8,,"Centro Cultural de la Ciencia - Godoy Cruz 2270"
"14B",,,,,7,4,"Esc. Nº14 ""Pcia. de Rio Negro"" - Arévalo 1408"
"14B",,,,,7,,"Esc. Nº9 ""Juan C. Lafinur"" - Gorriti 5740"
"14B",,,,,9,,"Colegio Nº4 Nicolás Avellaneda – Gimnasio - El Salvador s/n / El Salvador 5528"
"14B",,,,,7,5,"Colegio Nº4 Nicolás Avellaneda - Humboldt 1750 / El Salvador 5528"
"14B",,,,,7,,"Colegio Fasta Catherina - Soler 5942"
"14B",,,,,5,,"Esc. Francesco Faa Di Bruno - Bonpland 1999"
"14B",,,,,6,7,"Esc. Nº31 ""Naciones Unidas"" - Angel J. Carranza 2045 / s/n"
"14B",,,,,3,,"Colegio St. Xavier – Secundaria - Gorriti 5980"
"14B",,,,,5,,"Esc. Nº4 ""Dr. Rafael Luis Arcone"" - Nicaragua 5732"
"14B",,,,,3,,"Centro de Dia Nº 9 y 13 - Paraguay 5170"
"14B",,,,,6,,"Club Estrella de Maldonado - Humboldt 1731"
"14B",,,,,4,,"Esc. Francesco Faa Di Bruno – Gimnasio - Nicaragua 5664"
"14A",,,,,4,,"Inst. Marie Manoogian - Armenia 1338"
"14A",,,,,4,,"Esc. Primaria Diarbekirian - Niceto Vega 4753"
"14A",,,,,3,7,"Esc. Nº23 ""Dr. José María Bustillo"" - Thames 1361"
"14A",,,,,6,,"Inst.Gascón – SUM - Gurruchaga 1254"
"14A",,,,,5,,"Inst. Gascón - Serrano 1261"
"14A",,,,,6,,"Club Eros - Uriarte 1609 / Honduras  s/n"
"14A",,,,,7,4,"Esc. Nº9 ""Cnel. Genaro Berón de Astrada"" - El Salvador 4037"
"14A",,,,,10,,"Esc. Nº4 ""Pcia. de Córdoba"" - Av. Scalabrini Ortiz 1336"
"14A",,,,,11,,"C.E.A.E.S. Espíritu Santo - Fco. Acuña de Figueroa 1742 / Julián Alvarez 1801"
"14A",,,,,4,,"UP- Facultad de Derecho - Mario Bravo 1050"
"14A",,,,,8,2,"UP - Facultad de Diseño y Comunicación - José A. Cabrera 3641"
"14A",,,,,6,4,"New Model International School - El Salvador 3952"
"15B",,,,,15,3,"Esc. Nº18 ""Yapeyú"" - Malabia 964"
"15B",,,,,5,3,"Inst. Priv. de la Colectividad Helénica - Julián Álvarez 1030"
"15B",,,,,7,2,"Inst. Griego Atenagoras I - Lerma 242"
"15B",,,,,10,2,"Inst. San Jose de la Palabra de Dios - Castillo 767 / Serrano 1005"
"15B",,,,,11,,"Esc. Nº1 ""T. de la Quintana de Escalada"" - Av. Corrientes 5332"
"15 B",,,,,3,,"Casa de la Lectura - Lavalleja 924"
"15B",,,,,5,,"Club Villa Malcolm - Av. Cordoba 5064"
"15B",,,,,8,5,"Esc. Nº2 ""Australia"" - Gurruchaga 739"
"15B",,,,,5,2,"Esc. Nº19 ""Pcia. de Chubut"" - Humboldt 742"
"15B",,,,,8,,"Inst. Integral Mundo Nuevo - Serrano 557 / 547"
"15B",,,,,4,,"Colegio Ecos - Serrano 923"
"15B",,,,,3,,"Colegio Paideia - Juan Ramírez de Velasco 748"
"15B",,,,,3,,"Club Fulgor de Villa Crespo - Loyola 828"
"15B",,,,,4,,"Jardín de infantes N°3 ""Leopoldo Marechal"" - Aguirre 752"
"15B",,,,,7,6,"Esc. Nº17 ""Francisco de Vitoria"" - Julián Álvarez 240"
"15B",,,,,7,3,"Esc. Nº2 “Francisco D. Herrera” - Camargo 725"
"15B",,,,,7,,"Esc. Nº21 ""Alte. Segundo R. Storni"" - Martínez Rosas 1364"
"15B",,,,,5,,"Colegio Buenos Aires - Acevedo 357"
"15B",,,,,6,,"Esc. Nº16 ""Gabriela Mistral"" - Julián Álvarez 123"
"15B",,,,,9,,"Esc. Nº12 ""Herminia Brumana"" - Fitz Roy 171"
"15B",,,,,14,,"Club Atlético Atlanta - Humboldt 540"
"15B",,,,,6,2,"Esc. Nº22 ""Dr. Rómulo S. Naón"" - Aráoz 234"
"15B",,,,,4,,"Instituto Educativo Alas - Lavalleja 250"
"15B",,,,,10,,"Esc. Nº6 ""Delfín Jijena"" - Olaya 1565"
"15B",,,,,7,9,"Esc. Nº16 ""Andrés Ferreyra"" - Cnel. Apolinario Figueroa 661 / s/n"
"15B",,,,,7,,"Esc. Nº21 ""Emilio Raul Olivé"" - Rojas 1554"
"15B",,,,,13,,"Inst. Regina Virginum Adoratrices - H. Pueyrredón 1339 / Cnel. A. Figueroa 435"
"15B",,,,,5,,"Asoc. Benito Nazar - Antezana 340"
"15B",,,,,6,,"Esc. Nº11 ""Dr. Enrique Mosca"" - Casafoust 761"
"15B",,,,,8,,"Esc. Nº16 ""Andrés Ferreyra"" - Comedor - Luis Viale 654"
"15A",,,,,4,,"Esc. Nº10 ""Rep. del Ecuador"" - Espinosa 2547"
"15A",,,,,3,3,"Esc. Nº20 ""Rep. de Honduras"" - Av. Elcano 4861"
"15A",,,,,5,,"Esc. Nº13 ""Pcia. de Neuquén"" - Alte. F. J. Seguí 2580"
"15A",,,,,4,,"Esc. Nº15 ""Pcia. de Mendoza"" - Juan Agustín García 1511"
"15A",,,,,6,,"Club Añasco - Gral. Manuel A. Rodriguez 2650"
"15A",,,,,3,3,"Esc. Nº1 ""Federico García Lorca"" - Av. Chorroarín 305"
"15A",,,,,4,2,"Esc. Nº24 ""Dr. D. Velez Sarsfield"" - Av. del Campo 1340"
"15A",,,,,4,2,"Esc. Nº23 ""Alfredo R. Bufano"" - Gral. Manuel A. Rodriguez 2332"
"15A",,,,,10,,"Asoc. Atlética Argentinos Juniors - Punta Arenas 1271"
"15A",,,,,4,,"Esc. N° 20 ""Dr. Juan Agustín García"" - Nicasio Oroño 2131"
"15A",,,,,7,,"Esc. Nº8 ""C. de Mendez Casariego"" - Av. Jorge Newbery 4436"
"15A",,,,,10,4,"Esc. Nº34 ""Ing. Enrique M. Hermitte"" - Aguirre 1473"
"15A",,,,,8,,"Esc. Nº14 ""Dr. Luis Agote"" - Av. Jorge Newbery 3664"
"15A",,,,,3,,"Sede Comunal Nº15 - Bonpland 1271"
"15A",,,,,7,3,"Esc. Nº1 ""Rubén Darío"" - Otero 271"
"15A",,,,,5,,"Esc. Nº18 ""Cabildo de Buenos Aires"" - Av. Federico Lacroze 3839"
"15A",,,,,5,,"Argentina School - Giribone 867 / 873"
"15A",,,,,9,8,"Esc. Nº32 ""Gral. José de San Martín"" - Teodoro Garcia 3871"
"15A",,,,,6,,"Escuela del Siglo Nuevo - Olleros 3855"
"15A",,,,,4,2,"Jardín de Infantes Nº 3 ""El Jardín de Olleros"" - Olleros 3621"
"15A",,,,,5,,"Espacio Cultural Carlos Gardel - Olleros 3640"
"15C",,,,,9,2,"Esc. Nº2 ""Gral. Mariano Acha"" - Roseti 1450"
"15C",,,,,5,3,"Esc. Nº26 ""José Mármol"" - Carbajal 4019"
"15C",,,,,6,,"Inst. C. Estrada de Martínez - Av. del Campo 1653"
"15C",,,,,6,,"Esc. Nº4 ""Gral. J. A. Lavalleja"" - 14 de Julio 546"
"15C",,,,,3,,"Inst. Educativo Duayen - Ballivián 2230"
"15C",,,,,8,,"Esc. Interdisciplinaria Nº14 - Av. Triunvirato 3626"
"15C",,,,,7,2,"Inst. Parroquial San Roque - Charlone 1866"
"15C",,,,,6,,"Esc. Nº3 “Ing. Álvarez Condarco” - Girardot 1946 / s/n"
"15C",,,,,3,1,"Esc. Nº18 ""Cecilia María de Cano"" - Giribone 1961"
"15C",,,,,4,,"U.T.N. Instituto Nacional Superior del Profesorado Técnico - Av. Triunvirato 3174"
"15C",,,,,5,,"Esc. Nº5 “Enrique de Vedia” - Combatientes de Malvinas 3234"
"15C",,,,,4,,"Esc. Nº27 “Petronila Rodriguez” - Andonaegui 1532 / Sofìa s/n"
"15C",,,,,10,,"Inst. Santa Teresita - Quirós 2941"
"15C",,,,,8,,"Asociación de Fomento Parque Chas - Bauness 1486"
"15C",,,,,10,,"Club Agronomía Central - Bauness 958"
"15C",,,,,10,5,"Club Saber - Llerena 2727"
"15C",,,,,5,,"Esc. Nº25 “Carmen Sonda de Pandolfini” - Av. San Martín 5021"
"15C",,,,,9,,"Esc. Nº22 “Agronomía “ - Av. de los Constituyentes 3100"
"15C",,,,,4,3,"Esc. Nº3 “Grecia” - Condarco 3984"
"15C",,,,,5,,"Esc. Nº4 “Cnel. Mayor Álvarez Thomas” - Terrada 3983"
"15C",,,,,3,,"Esc. Nº11 “Congreso de Tucumán” - Pedro Moran 2899"
"15C",,,,,7,,"Club Biblioteca Artigas - Navarro 2544"
"15C",,,,,4,,"Club El Talar - Nueva York 2944"
